NU_CNPJ_EMPRESA;NO_RAZAO_SOCIAL_EMPRESA;NO_PRODUTO;NU_PROCESSO;DS_TIPO_PRODUTO;DS_CATEGORIA_PRODUTO;DT_FINALIZACAO_PROCESSO;DT_VENCIMENTO_REGISTRO;ST_SITUACAO_REGISTRO
12011627000127;CONGO INDUSTRIA E COMERCIO DE CIGARROS IMPORTACAO E EXPORTACAO LTDA;C4 RED;25351057657201455;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/05/2015 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CAFE CREME FRENCH VANILA;25351446501201136;DERIVADOS DO TABACO;CHARUTO;;10/10/2012 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CAFÉ  CRÈME ARÔME;25351184229201018;DERIVADOS DO TABACO;CIGARRILHA;;05/12/2012 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CAFÉ CREME ITALIAN MACCHIATO;25351446545201110;DERIVADOS DO TABACO;CHARUTO;;10/10/2012 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CAFÉ CRÈME;25351184083201045;DERIVADOS DO TABACO;CIGARRILHA;;05/12/2012 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CAFÉ CRÈME BLUE;25351184003201007;DERIVADOS DO TABACO;CIGARRILHA;;05/12/2012 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;CAFÉ CRÈME GRANDE I;25351344051201918;DERIVADOS DO TABACO;CHARUTO;;11/13/2024 00:00:00;Ativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CAFÉ CRÈME NOIR;25351184028201070;DERIVADOS DO TABACO;CIGARRILHA;;05/12/2012 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CAFÉ CRÈME ORIGINAL;25351392576201525;DERIVADOS DO TABACO;CHARUTO;;12/21/2016 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CAFÉ CRÈME ORIGINAL;25351193673201963;DERIVADOS DO TABACO;CHARUTO;;06/24/2020 00:00:00;Inativo
12011627000127;CONGO INDUSTRIA E COMERCIO DE CIGARROS IMPORTACAO E EXPORTACAO LTDA;CALF GOLD;25069712849201315;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/05/2015 00:00:00;Inativo
12011627000127;CONGO INDUSTRIA E COMERCIO DE CIGARROS IMPORTACAO E EXPORTACAO LTDA;CALF WHITE;25069712831201374;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/16/2015 00:00:00;Inativo
03922088000197;JT INTERNATIONAL DO BRASIL LTDA.;CAMEL BLUE;25351345343201399;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/28/2016 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE;25351567651201944;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/07/2023 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE COLOR EDITION;25351263464201711;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/21/2019 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE COLOR EDITION AZUL;25351067480201958;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/22/2020 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE COLOR EDITION BLACK AND WHITE;25351451350201908;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE COLOR EDITION PB;25351131478201940;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE COLOR EDITION PINK;25351451349201975;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE COLOR EDITION ROSA;25351131477201903;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE COLOR EDITION TURQUOISE;25351451346201931;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE COLOR EDITION WALK A MILE;25069551316201839;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/27/2019 00:00:00;Inativo
03922088000197;JT INTERNATIONAL DO BRASIL LTDA.;CAMEL BLUE INTERNATIONAL BLEND;25069720437201396;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/06/2015 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE INTERNATIONAL BLEND;25069515994201530;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/07/2019 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE INTERNATIONAL SINCE 1913;25351667551201917;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/25/2025 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE PREMIUM BLEND;25351320481201936;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/12/2020 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL BLUE PREMIUM BLEND SINCE 1913;25351564722202171;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/29/2023 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL COMPACT BLUE PREMIUM BLEND;25351206132202399;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/25/2024 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL COMPACT PEAR;25351243482202093;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/08/2024 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL COMPACT PREMIUM BLEND;25351773366202185;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/14/2025 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL DOUBLE FILTER;25351272895202166;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/31/2024 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL DOUBLE MINT & GREEN;25351038126201916;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/01/2021 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL DOUBLE MINT & GREEN;25351797069202044;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/09/2023 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL DOUBLE MINT & PURPLE;25069516027201517;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/07/2019 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL DOUBLE MINT & PURPLE;25351720035201928;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/06/2023 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL DOUBLE MINT & RED;25351490654201982;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/13/2021 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL DOUBLE MINT & RED;25351160653202121;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/02/2025 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL DOUBLE MINT & YELLOW;25351509449201657;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/10/2019 00:00:00;Inativo
03922088000197;JT INTERNATIONAL DO BRASIL LTDA.;CAMEL DOUBLE MINT PURPLE;25069217911201564;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/20/2016 00:00:00;Inativo
03922088000197;JT INTERNATIONAL DO BRASIL LTDA.;CAMEL FILTERS;25351414502201317;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/08/2016 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL FILTERS COLOR EDITION WALK A MILE;25069551300201826;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/27/2019 00:00:00;Inativo
03922088000197;JT INTERNATIONAL DO BRASIL LTDA.;CAMEL FILTERS INTERNATIONAL BLEND;25069720422201339;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/19/2015 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL FILTERS INTERNATIONAL BLEND;25069515896201583;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/07/2019 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL FILTERS PREMIUM BLEND;25351320482201981;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/12/2020 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL HAND ROLLING TOBACCO;25351565973202092;DERIVADOS DO TABACO;FUMO DESFIADO;;07/27/2022 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL HAND ROLLING TOBACCO PREMIUM BLEND;25351759085202110;DERIVADOS DO TABACO;FUMO DESFIADO;;01/31/2025 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL KRETEK BERRY;25351244720202410;DERIVADOS DO TABACO;CIGARRO KRETEK;;07/22/2025 00:00:00;Ativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL KRETEK OPTIONS;25351536363202081;DERIVADOS DO TABACO;CIGARRO KRETEK;;10/29/2023 00:00:00;Ativo
03922088000197;JT INTERNATIONAL DO BRASIL LTDA.;CAMEL OPTION;25351027158201461;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/26/2016 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL OPTION MINT CAPSULE;25069515971201519;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/07/2018 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL YELLOW;25351567652201999;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/23/2023 00:00:00;Inativo
03334170000109;JTI PROCESSADORA DE TABACO DO BRASIL LTDA.;CAMEL YELLOW INTERNATIONAL SINCE 1913;25351667554201951;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/20/2025 00:00:00;Ativo
33009911000139;SOUZA CRUZ LTDA;CAPRI KS;25351324672201200;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/19/2013 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;CAPRI KS;25351090897201342;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/26/2014 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CAPS DUO KS E URY;25351019809201893;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/26/2019 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;CAPTAIN BLACK CHERRY;25351626569202001;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;04/12/2022 00:00:00;Inativo
24259866000180;BMCS COMERCIO IMPORTACAO E EXPORTACAO LTDA - ME;CAPTAIN BLACK CLASSIC;25351088419201789;DERIVADOS DO TABACO;CHARUTO;;04/10/2018 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;CAPTAIN BLACK GOLD;25351299689201989;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;11/04/2021 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;CAPTAIN BLACK REGULAR;25351299644201912;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;11/04/2021 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;CAPTAIN BLACK ROUND TASTE;25351635182202037;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;03/01/2022 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;CAPTAIN BLACK ROYAL;25351299702201908;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;11/04/2021 00:00:00;Inativo
05816263000197;INDUSTRIA TABACOS DA BAHIA LTDA;CARATINGA;25351760561201466;DERIVADOS DO TABACO;FUMO DESFIADO;;01/06/2016 00:00:00;Inativo
05816263000197;INDUSTRIA TABACOS DA BAHIA LTDA;CARATINGA;25351448558201634;DERIVADOS DO TABACO;FUMO DESFIADO;;12/05/2017 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;CARLTON BY DUNHILL BLUE KS;25351333823200825;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/30/2010 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;CARLTON BY DUNHILL CREMA KS;25351333807200832;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/24/2010 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;CARLTON BY DUNHILL MINT KS;25351333850200806;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/24/2010 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;CARLTON BY DUNHILL RED KS;25351333788200844;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/24/2010 00:00:00;Inativo
33009911000139;SOUZA CRUZ LTDA;CARLTON RED KS;25351477082201361;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/15/2015 00:00:00;Inativo
41773183000165;PHOENICIA CIGARS COMERCIO E EXPORTACAO DE ARTIGOS DE TABACARIA LTDA;CASDAGLI - SUPER BELICOSO;25351634198202294;DERIVADOS DO TABACO;CHARUTO;;10/23/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CASINO KS E URY;25351040262201895;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/26/2019 00:00:00;Inativo
55428288000191;DISTRIBUIDORA DE FUMOS CATOINHO LTDA;CATOINHO;25351030690202458;DERIVADOS DO TABACO;FUMO DESFIADO;;04/22/2025 00:00:00;Ativo
18804581000180;CLEAN INDUSTRIA E COMERCIO DE CIGARROS LTDA;CE;25351518666201989;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/06/2021 00:00:00;Inativo
39495676000139;CABPFRIENSE INDUSTRIA COMERCIO DE CIGARROS LTDA;CENTERPORT;25351169198200851;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
14893726000105;IMPORT TRADE COMERCIO, EXPORTACAO E DISTRIBUICAO LTDA;CERRITO ORIGINAL;25351423733202283;DERIVADOS DO TABACO;FUMO DESFIADO;;01/15/2025 00:00:00;Ativo
39668077000170;NAPOLES INDUSTRIA E COMERCIO LTDA;CHACAL TOBACCO BUBBA GRAPE;25351530552202393;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;10/23/2024 00:00:00;Ativo
39668077000170;NAPOLES INDUSTRIA E COMERCIO LTDA;CHACAL TOBACCO BUBBA STRAWBERRY;25351530550202302;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;10/23/2024 00:00:00;Ativo
39668077000170;NAPOLES INDUSTRIA E COMERCIO LTDA;CHACAL TOBACCO MINT;25351530551202349;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;10/23/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHANCELLER BY PARLIAMENT 100 XSL;25069472583201921;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/05/2022 00:00:00;Inativo
39495676000139;CABPFRIENSE INDUSTRIA COMERCIO DE CIGARROS LTDA;CHARGE;25351169184200838;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
33009911000139;SOUZA CRUZ LTDA;CHARM SLIMS - VERSÃO B;25351121866201534;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;06/22/2016 00:00:00;Inativo
19209073000116;OMNI COMERCIO DE ARTIGOS PARA TABACARIA IMPORTACAO EXPORTACAO LTDA EPP;CHARUTO CANDLELIGHT;25069505836201414;DERIVADOS DO TABACO;CHARUTO;;11/03/2015 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD BLUE KS;25351070247201779;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;06/21/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD BRASILEIRO (BLUE) KS;25351146826202017;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;05/25/2021 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD BRASILEIRO (ORANGE) KS;25351146528202027;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/06/2021 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD FRESH KS E PRY;25351040235201812;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/26/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD FULL COLOUR AZUL KS;25351510548201922;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/05/2022 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD FULL COLOUR LARANJA KS;25351510452201964;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/05/2022 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD FULL COLOUR ROXO KS;25351925212202002;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/21/2022 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD KRETEK MINT MNT KS;25351565062201315;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/17/2015 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD LINEA 100 XSL;25351497264201933;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/25/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD ORIGINAL BLUE KS;25351171868201952;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/26/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD ORIGINAL KS;25351344499201842;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/23/2020 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD ORIGINAL KS E PRY;25351049377201845;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/26/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD ORIGINAL LABEL KS;25069469791201943;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/23/2025 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD RED KS;25351070313201711;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/10/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD REMIX BEATS;25351809607202131;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/08/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD REMIX BLOSSOM;25351557470202213;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/30/2025 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD REMIX FRESH MNT KS;25351580786202381;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/04/2025 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD REMIX KS;25351694082201747;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/26/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD REMIX KS E PRY;25351040231201834;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/26/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD REMIX PURPLE KS;25351160912201907;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/16/2021 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD REMIX SELECT;25351627147202044;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/11/2025 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD REMIX WILD;25351510775202091;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/08/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD SILVER KS;25351157035201989;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;06/10/2025 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD TERRAS BRASILEIRAS (BLUE);25351907356202150;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/08/2023 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD TERRAS BRASILEIRAS ORIGINAL AZUL;25351379153202322;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/21/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD TERRAS BRASILEIRAS ORIGINAL LARANJA;25351379139202329;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/21/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD TERRAS BRASILEIRAS SELECIONADO (BLUE);25351612653202381;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/06/2024 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD TERRAS BRASILEIRAS SELECIONADO (ORANGE);25351907334202190;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/08/2025 00:00:00;Ativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;CHESTERFIELD TERRAS BRASILEIRAS SELECIONADO (SILVER);25351392232202329;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/11/2024 00:00:00;Ativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;CINCO DECADAS EL FUNDADOR;25351689040202171;DERIVADOS DO TABACO;CHARUTO;;12/06/2022 00:00:00;Inativo
18804581000180;CLEAN INDUSTRIA E COMERCIO DE CIGARROS LTDA;CLEAN;25351349621201958;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/19/2021 00:00:00;Inativo
18804581000180;CLEAN INDUSTRIA E COMERCIO DE CIGARROS LTDA;CLEAN CLK;25351156649202320;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;06/24/2025 00:00:00;Ativo
02908371000100;CHRIS E STEPH COMERCIAL IMPORTADORA LTDA;CLEOPATRA MOLASSES;25351230070200992;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;07/06/2010 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;CLUB ONE BLACK;25351325538202027;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/19/2021 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;CLUB ONE BLUE;25351578475200813;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/21/2016 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;CLUB ONE BLUE;25351325155201654;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/26/2017 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;CLUB ONE BLUE;25351040269201815;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/26/2019 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;CLUB ONE BLUE;25351528812202018;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/26/2021 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;CLUB ONE RED;25351598830200988;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/02/2012 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;CLUB ONE RED;25351263608201215;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;09/19/2013 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;CLUB ONE VIP;25351448324201994;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/27/2022 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;COHIBA;25351505669201021;DERIVADOS DO TABACO;CHARUTO;;11/29/2012 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;COHIBA;25351338268201365;DERIVADOS DO TABACO;CHARUTO;;09/25/2015 00:00:00;Inativo
25370137000169;MAREVA COMERCIALIZAÇÃO DE TABACO ME;COHIBA;25351079329202349;DERIVADOS DO TABACO;CHARUTO;;03/24/2023 00:00:00;Inativo
25370137000169;MAREVA COMERCIALIZAÇÃO DE TABACO ME;COHIBA;25351189107202171;DERIVADOS DO TABACO;CHARUTO;;11/18/2026 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;COHIBA MINI;25351080887201111;DERIVADOS DO TABACO;CIGARRILHA;;05/02/2012 00:00:00;Inativo
08201306000118;emporium cigars importação e comercialização de tabacos ltda;COHIBA ROBUSTO;25351301246201755;DERIVADOS DO TABACO;CHARUTO;;08/21/2019 00:00:00;Inativo
25370137000169;MAREVA COMERCIALIZAÇÃO DE TABACO ME;COHIBA ROBUSTO;25351931110202441;DERIVADOS DO TABACO;CHARUTO;;04/15/2025 00:00:00;Ativo
